Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
50775	Skewed Distributions	medium	Week 5 Handout, Question 6	What would be a good description of the pattern in Malto? What characteristics make that a good description?\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
50775	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_now.png} \caption{NOW} \end{figure}~\\	asl_apple.png	APPLE	asl_now.png	NOW
51191	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<bassoon>~\\ 				
51191	Articulatory Phonetics	medium	Week 3 Handout, Question 13	Explain why this image does or does not match the description.\\~\\\begin{itemize} \item A two-handed sign. \item Location: In front of signer’s chin. \item Handshape: Starts with an “L” shape; index finger and thumb come together during the sign. \item Movement: Hands start crossed and then move away from each other horizontally. \end{itemize}~\\\begin{figure}[H] \includegraphics{../images/taiwansign_fit.png} \caption{FIT} \end{figure}~\\	taiwansign_fit.png	FIT		
51191	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[v]}, {[z]}, {[ʃ]}, {[ʒ]}, {[ð]}~\\ 				
51191	Skewed Distributions	hard	Week 5 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
51191	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
51557	Transcription	easy	Week 2 Handout, Part II, Question 2	Explain why people might legitimately disagree about how many sounds this particular word contains.\\~\\<girls>~\\ 				
51557	Articulatory Phonetics	medium	Week 3 Discussion	Assuming a Standard North American English inventory, does this vowel need to have tenseness specified if you're giving a prose description? Why or why not?\\~\\{[ɑ]}~\\ 				
51557	Phonological Features	hard	Week 4 Discussion	Explain why phonological features are used instead of phonetic characteristics in analyzing datasets.\\~\\ 				
51557	Skewed Distributions	medium	Quiz 4, Question 2	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[u...i...a]} \item {[a...i...a]} \item {[u...u...a]} \item {[a...i...i]} \end{itemize}~\\ 				
51557	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_now.png} \caption{NOW} \end{figure}~\\	asl_apple.png	APPLE	asl_now.png	NOW
51697	Transcription	medium	Week 2 Handout, Part II, Question 11	How would this word be transcribed?\\ (Kathleen will then ask a follow-up question about your transcription.)\\~\\<vacuum>~\\ 				
51697	Articulatory Phonetics	medium	Quiz 2, Question 6	In the pronunciation of this word, which sounds are obstruents and which are sonorants? Explain your answer.\\~\\<sonorant>~\\ 				
51697	Phonological Features	easy	Quiz 3, Question 3	Explain why this featural specification either does or does not match the given sound.\\~\\{[+consonantal]}, {[-sonorant]}~\\{[f]}~\\ 				
51697	Skewed Distributions	hard	Week 5 Handout, Question 7	Explain how you would go about looking for co-occurrence restrictions in bi-syllabic signs in ASL. (Refer to the data that follows.)\\~\\\begin{figure}[H] \includegraphics{../images/ASL_movement.png} \end{figure}~\\	ASL_movement.png			
51697	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
51967	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<choose>: {[t͡ʃuz]}~\\ 				
51967	Articulatory Phonetics	easy	Week 3 Handout, Question 7	Is the symbol given a reasonable way to transcribe any of the sounds described below? If so, which one? If not, why not? Explain your answer.\\~\\{[ʒ]}~\\\begin{itemize} \item voiceless palatal affricate \item voiced velar nasal \item voiceless glottal fricative \item voiced labiodental fricative \item voiced interdental fricative \item voiced palatal fricative \end{itemize}~\\ 				
51967	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[b]}, {[d]}, {[z]}, {[ɾ]}, {[n]}, {[l]}, {[ɹ]}~\\ 				
51967	Skewed Distributions	medium	Quiz 4, Question 3	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tetra-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tetra-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[i...i...u...u]} \item {[a...a...i...i]} \item {[u...u...u...u]} \item {[i...i...i...a]} \end{itemize}~\\ 				
51967	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_now.png} \caption{NOW} \end{figure}~\\	asl_apple.png	APPLE	asl_now.png	NOW
52421	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<loud>: {[lɑud]}~\\ 				
52421	Articulatory Phonetics	easy	Week 3 Discussion	Describe what the tongue would do / where it would move during each of the vowels in this word.\\~\\<puny>~\\ 				
52421	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[v]}, {[z]}, {[ʃ]}, {[ʒ]}, {[ð]}~\\ 				
52421	Skewed Distributions	medium	Week 5 Handout, Question 1	Explain why we think that languages are not random in terms of their phonology.\\~\\ 				
52421	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 12	What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/english12.png} \end{figure}~\\	english12.png			
52900	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<facial>~\\ 				
52900	Articulatory Phonetics	medium	Week 3 Handout, Question 13	Explain why this image does or does not match the description.\\~\\\begin{itemize} \item A two-handed sign. \item Location: In front of signer’s chin. \item Handshape: Starts with an “L” shape; index finger and thumb come together during the sign. \item Movement: Hands start crossed and then move away from each other horizontally. \end{itemize}~\\\begin{figure}[H] \includegraphics{../images/taiwansign_fit.png} \caption{FIT} \end{figure}~\\	taiwansign_fit.png	FIT		
52900	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[v]}, {[z]}, {[ʃ]}, {[ʒ]}, {[ð]}~\\ 				
52900	Skewed Distributions	hard	Week 5 Handout, Question 5	Explain why looking for patterns with consonants and vowels is a more reasonable approach to pattern finding in this dataset than looking for patterns with respect to all of the individual sounds in Ukrainian.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
52900	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
53176	Transcription	easy	Week 2 Handout, Part II, Question 2	Explain why people might legitimately disagree about how many sounds this particular word contains.\\~\\<find>~\\ 				
53176	Articulatory Phonetics	medium	Week 3 Discussion	Assuming a Standard North American English inventory, does this vowel need to have tenseness specified if you're giving a prose description? Why or why not?\\~\\{[u]}~\\ 				
53176	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[i]}, {[ɪ]}, {[ɛ]}, {[u]}, {[ʊ]}~\\ 				
53176	Skewed Distributions	hard	Week 5 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
53176	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_onion.png} \caption{ONION} \end{figure}~\\	asl_apple.png	APPLE	asl_onion.png	ONION
54112	Transcription	medium	Week 2 Handout, Part II, Question 11	How would this word be transcribed?\\ (Kathleen will then ask a follow-up question about your transcription.)\\~\\<toy>~\\ 				
54112	Articulatory Phonetics	medium	Week 3 Handout, Question 9	Explain how to figure out what the sound being produced is in this diagram.\\~\\\begin{figure}[H] \includegraphics{../images/sagittal_k.png} \end{figure}~\\	sagittal_k.png			
54112	Phonological Features	easy	Week 4 Discussion	Explain why the given feature's value varies across this set of sounds.\\~\\{[voice]}~\\glottalized obstruents~\\ 				
54112	Skewed Distributions	hard	Week 5 Handout, Question 5	Explain why looking for patterns with consonants and vowels is a more reasonable approach to pattern finding in this dataset than looking for patterns with respect to all of the individual sounds in Ukrainian.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
54112	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_onion.png} \caption{ONION} \end{figure}~\\	asl_apple.png	APPLE	asl_onion.png	ONION
54125	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<bassoon>~\\ 				
54125	Articulatory Phonetics	medium	Week 3 Handout, Question 13	Explain why this image does or does not match the description.\\~\\\begin{itemize} \item A two-handed sign. \item Location: In front of signer’s chin. \item Handshape: Starts with an “L” shape; distal joints of index fingers fold in during the sign. \item Movement: Hands start apart and then move straight toward each other horizontally. \end{itemize}~\\\begin{figure}[H] \includegraphics{../images/taiwansign_consistent.png} \caption{CONSISTENT} \end{figure}~\\	taiwansign_consistent.png	CONSISTENT		
54125	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[i]}, {[ɪ]}, {[e]}, {[ɛ]}, {[æ]}, {[ɑ]}, {[ɔ]}, {[o]}, {[ʊ]}, {[u]}, {[ʒ]}, {[k]}, {[ɡ]}, {[ŋ]}, {[w]}~\\ 				
54125	Skewed Distributions	hard	Week 5 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
54125	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 12	What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/english12.png} \end{figure}~\\	english12.png			
55084	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<philosophy>: {[fəlɑsəfi]}~\\ 				
55084	Articulatory Phonetics	medium	Week 3 Discussion	Describe what the tongue would do / where it would move during each of the vowels in this word.\\~\\<bookmark>~\\ 				
55084	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[i]}, {[ɪ]}, {[ɛ]}, {[u]}, {[ʊ]}~\\ 				
55084	Skewed Distributions	easy	Week 5 Handout, Question 5	Explain why it is possible to predict which of [s] or [ʃʲ] will occur in a new environment in Ukrainian, but not possible to predict which of [s] or [ʃ] will occur in a new environment.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
55084	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_stay.png} \caption{STAY} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_awkward.png} \caption{AWKWARD} \end{figure}~\\	asl_stay.png	STAY	asl_awkward.png	AWKWARD
56051	Transcription	easy	Week 2 Handout, Part II, Question 3	Explain why people might legitimately disagree about how many sounds this particular word contains.\\~\\<soap>~\\ 				
56051	Articulatory Phonetics	medium	Homework 1, Question 3(b)	Explain why this is or is not a complete phonetic natural class in standard North American English.\\~\\{[b]}, {[n]}, {[ɡ]}, {[ʒ]}, {[v]}~\\ 				
56051	Phonological Features	hard	Week 4 Discussion	Explain why phonological features are used instead of phonetic characteristics in analyzing datasets.\\~\\ 				
56051	Skewed Distributions	medium	Quiz 4, Question 2	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[u...i...a]} \item {[a...i...a]} \item {[u...u...a]} \item {[a...i...i]} \end{itemize}~\\ 				
56051	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 12	What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/english12.png} \end{figure}~\\	english12.png			
56149	Transcription	medium	Week 2 Handout, Part II, Question 11	How would this word be transcribed?\\ (Kathleen will then ask a follow-up question about your transcription.)\\~\\<juice>~\\ 				
56149	Articulatory Phonetics	easy	Week 3 Handout, Question 7	Is the symbol given a reasonable way to transcribe any of the sounds described below? If so, which one? If not, why not? Explain your answer.\\~\\{[h]}~\\\begin{itemize} \item voiceless palatal affricate \item voiced velar nasal \item voiceless glottal fricative \item voiced labiodental fricative \item voiced interdental fricative \item voiced palatal fricative \end{itemize}~\\ 				
56149	Phonological Features	hard	Quiz 3, Question 12	Explain how you figure out which feature is involved in the process of umlaut shown below.\\~\\\begin{figure}[H] \includegraphics{../images/dutch.png} \end{figure}~\\	dutch.png			
56149	Skewed Distributions	medium	Week 5 Handout, Question 4	Explain why it's not reasonable to make any of the following claims about Phonologese.\\~\\\begin{figure}[H] \includegraphics{../images/Phonologese.png} \end{figure}~\\	Phonologese.png			
56149	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_candy.png} \caption{CANDY} \end{figure}~\\	asl_apple.png	APPLE	asl_candy.png	CANDY
56567	Transcription	easy	Week 2 Handout, Part II, Question 2	Explain why people might legitimately disagree about how many sounds this particular word contains.\\~\\<those>~\\ 				
56567	Articulatory Phonetics	medium	Week 3 Discussion	Assuming a Standard North American English inventory, does this vowel need to have tenseness specified if you're giving a prose description? Why or why not?\\~\\{[ɛ]}~\\ 				
56567	Phonological Features	hard	Quiz 3, Question 12	Explain how you figure out which feature is involved in the process of umlaut shown below.\\~\\\begin{figure}[H] \includegraphics{../images/dutch.png} \end{figure}~\\	dutch.png			
56567	Skewed Distributions	medium	Week 5 Handout, Question 6	What would be a good description of the pattern in Malto? What characteristics make that a good description?\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
56567	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_now.png} \caption{NOW} \end{figure}~\\	asl_apple.png	APPLE	asl_now.png	NOW
59669	Transcription	medium	Week 2 Handout, Part II, Question 11	How would this word be transcribed?\\ (Kathleen will then ask a follow-up question about your transcription.)\\~\\<finger>~\\ 				
59669	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[ɾ]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_stop.png} \end{figure}~\\	staticpalatography_stop.png			
59669	Phonological Features	medium	Week 4 Discussion	Explain what the given feature’s value is for this class of sounds, and why.\\~\\{[LABIAL]}~\\interdentals~\\ 				
59669	Skewed Distributions	easy	Week 5 Handout, Question 2	Explain why there should only be 8 sequences listed in the answer, even though multiplying 4 x 4 would give you 16 possible sequences.\\~\\\begin{figure}[H] \includegraphics{../images/skew2.png} \end{figure}~\\	skew2.png			
59669	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
60467	Transcription	easy	Week 2 Handout, Part II, Question 3	Explain why people might legitimately disagree about how many sounds this particular word contains.\\~\\<curtain>~\\ 				
60467	Articulatory Phonetics	hard	Week 3 Handout, Question 3	Explain why the additional vowel below either does or does not belong in the phonetic natural class defined by the original set of SNAE vowels.\\~\\Original set: {[æ]}, {[ɑ]}~\\Addition: {[ɑʊ]}~\\ 				
60467	Phonological Features	medium	Week 4 Discussion	Explain what the given feature’s value is for this class of sounds, and why.\\~\\{[approximant]}~\\nasals~\\ 				
60467	Skewed Distributions	medium	Quiz 4, Question 2	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[u...i...a]} \item {[a...i...a]} \item {[u...u...a]} \item {[a...i...i]} \end{itemize}~\\ 				
60467	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_candy.png} \caption{CANDY} \end{figure}~\\	asl_apple.png	APPLE	asl_candy.png	CANDY
60523	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<mouse>: {[mɔɪs]}~\\ 				
60523	Articulatory Phonetics	easy	Week 3 Handout, Question 7	Is the symbol given a reasonable way to transcribe any of the sounds described below? If so, which one? If not, why not? Explain your answer.\\~\\{[v]}~\\\begin{itemize} \item voiceless palatal affricate \item voiced velar nasal \item voiceless glottal fricative \item voiced labiodental fricative \item voiced interdental fricative \item voiced palatal fricative \end{itemize}~\\ 				
60523	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[i]}, {[ɪ]}, {[e]}, {[ɛ]}, {[æ]}, {[ɑ]}, {[ɔ]}, {[o]}, {[ʊ]}, {[u]}, {[ʒ]}, {[k]}, {[ɡ]}, {[ŋ]}, {[w]}~\\ 				
60523	Skewed Distributions	medium	Quiz 4, Question 1	L$_X$ (Language X) has three vowels, [i], [a], and [u]. It has bi-syllabic roots like Kikuyu. It does not allow non-identical high vowels to co-occur. Of the following nine logically possible vocalic sequences, which ones should be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[i...i]} \item {[i...a]} \item {[i...u]} \item {[a...i]} \item {[a...a]} \item {[a...u]} \item {[u...i]} \item {[u...a]} \item {[u...u]} \end{itemize}~\\ 				
60523	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_now.png} \caption{NOW} \end{figure}~\\	asl_apple.png	APPLE	asl_now.png	NOW
61058	Transcription	medium	Week 2 Handout, Part II, Question 11	How would this word be transcribed?\\ (Kathleen will then ask a follow-up question about your transcription.)\\~\\<wealth>~\\ 				
61058	Articulatory Phonetics	easy	Week 3 Handout, Question 7	Is the symbol given a reasonable way to transcribe any of the sounds described below? If so, which one? If not, why not? Explain your answer.\\~\\{[θ]}~\\\begin{itemize} \item voiceless palatal affricate \item voiced velar nasal \item voiceless glottal fricative \item voiced labiodental fricative \item voiced interdental fricative \item voiced palatal fricative \end{itemize}~\\ 				
61058	Phonological Features	medium	Week 4 Discussion	Explain what the given feature’s value is for this class of sounds, and why.\\~\\{[approximant]}~\\nasals~\\ 				
61058	Skewed Distributions	hard	Week 5 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
61058	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_now.png} \caption{NOW} \end{figure}~\\	asl_apple.png	APPLE	asl_now.png	NOW
62089	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<health>: {[hɛlð]}~\\ 				
62089	Articulatory Phonetics	easy	Week 3 Discussion	Describe what the tongue would do / where it would move during each of the vowels in this word.\\~\\<vacuum>~\\ 				
62089	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[i]}, {[ɪ]}, {[e]}, {[ɛ]}, {[æ]}, {[ɑ]}, {[ɔ]}, {[o]}, {[ʊ]}, {[u]}, {[ʒ]}, {[k]}, {[ɡ]}, {[ŋ]}, {[w]}~\\ 				
62089	Skewed Distributions	medium	Week 5 Handout, Question 3	What evidence is there that there is a pattern in these data, assuming that these are the only CV and VC sequences that occur in some language?\\~\\{[sa]}, {[ʃi]}, {[za]}, {[ʒi]}, {[as]}, {[iʃ]}, {[az]}, {[iʒ]}~\\ 				
62089	Phonological Relationships and Analysis	very hard	Week 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_stay.png} \caption{STAY} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_awkward.png} \caption{AWKWARD} \end{figure}~\\	asl_stay.png	STAY	asl_awkward.png	AWKWARD
65295	Transcription	medium	Week 2 Handout, Part II, Question 11	How would this word be transcribed?\\ (Kathleen will then ask a follow-up question about your transcription.)\\~\\<juice>~\\ 				
65295	Articulatory Phonetics	hard	Week 3 Handout, Question 3	Explain why the additional vowel below either does or does not belong in the phonetic natural class defined by the original set of SNAE vowels.\\~\\Original set: {[ɛ]}, {[ɪ]}, {[ʊ]}, {[ɔ]}~\\Addition: {[æ]}~\\ 				
65295	Phonological Features	easy	Quiz 3, Question 6	Explain why this is an incorrect statement.\\~\\Nasal consonants are {[+continuant]} because they lack a central occlusion in the vocal tract.~\\ 				
65295	Skewed Distributions	medium	Quiz 4, Question 2	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[u...i...a]} \item {[a...i...a]} \item {[u...u...a]} \item {[a...i...i]} \end{itemize}~\\ 				
65295	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
66007	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<super>~\\ 				
66007	Articulatory Phonetics	medium	Week 3 Handout, Question 13	Explain why this image does or does not match the description.\\~\\\begin{itemize} \item A one-handed sign. \item Location: In front of signer’s chin. \item Handshape: Starts with an “L” shape; proximal joint of index finger folds down during the sign. \item Movement: Hand starts on far side of signer’s body and moves horizontally straight across. \end{itemize}~\\\begin{figure}[H] \includegraphics{../images/taiwansign_jealous.png} \caption{JEALOUS} \end{figure}~\\	taiwansign_jealous.png	JEALOUS		
66007	Phonological Features	medium	Homework 2, Question 1	Explain which sound should be removed to make this a natural class (assuming SNAE, except that there are no diphthongs, no [ə] or [ʌ], no syllabic consonants, and no [w̥]), and what the minimum set of features would be to describe the resulting natural class.\\~\\{[i]}, {[ɪ]}, {[ɛ]}, {[u]}, {[ʊ]}~\\ 				
66007	Skewed Distributions	hard	Week 5 Handout, Question 5	Explain why looking for patterns with consonants and vowels is a more reasonable approach to pattern finding in this dataset than looking for patterns with respect to all of the individual sounds in Ukrainian.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
66007	Phonological Relationships and Analysis	very hard	Week 7 Handout, Question 12	What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/english12.png} \end{figure}~\\	english12.png			
67125	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<sure>~\\ 				
67125	Articulatory Phonetics	hard	Week 3 Handout, Question 3	Explain why the additional vowel below either does or does not belong in the phonetic natural class defined by the original set of SNAE vowels.\\~\\Original set: {[æ]}, {[ɑ]}~\\Addition: {[ɑʊ]}~\\ 				
67125	Phonological Features	medium	Week 4 Discussion	Explain why the given feature's value varies across this set of sounds.\\~\\{[anterior]}~\\fricatives~\\ 				
67125	Skewed Distributions	medium	Week 5 Handout, Question 6	What would be a good description of the pattern in Malto? What characteristics make that a good description?\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
