UniqueID	Topic	Difficulty	Source2020S	Source2020W	Source2021S	DateCompleted	QuestionType(s)	Instructions_latex	Data1_latex	Data2_latex	Image1	Image1Caption	Image2	Image2Caption	ImageArrangement	Notes	Omit?	Instructor_comments
QU1622130887974	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/isɪm/	[high vowel] --> [unround, front] / [front vowel] C$_0$ ___								applies; no effect
QU1622130889518	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/ʊsɔm/	[high vowel] --> [unround, front] / [front vowel] C$_0$ ___								doesn't apply
QU1622130908050	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/emɛs/	[high vowel] --> [unround, front] / [front vowel] C$_0$ ___								doesn't apply
QU1622130890068	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/emus/	[high vowel] --> [unround, front] / [front vowel] C$_0$ ___								applies; [emis]
QU1622130909341	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/emos/	[high vowel] --> [unround, front] / [front vowel] C$_0$ ___								doesn't apply
QU1622130913910	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/esʊm/	[high vowel] --> [unround, front] / [front vowel] C$_0$ ___								applies; [ɛsɪm]
QU1622130890692	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/imɑm/	[high vowel] --> [unround, front] / [front vowel] C$_0$ ___								doesn't apply
QU1622130892252	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/isɪm/	[non-low vowel] --> [lax] / __ C$_0$ [lax vowel]								applies; [ɪsɪm]
QU1622130893666	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/ʊsɔm/	[non-low vowel] --> [lax] / __ C$_0$ [lax vowel]								applies; no effect
QU1622130893968	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/emɛs/	[non-low vowel] --> [lax] / __ C$_0$ [lax vowel]								applies; [ɛmɛs]
QU1622130895393	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/emus/	[non-low vowel] --> [lax] / __ C$_0$ [lax vowel]								doesn't apply
QU1622130897051	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/emos/	[non-low vowel] --> [lax] / __ C$_0$ [lax vowel]								doesn't apply
QU1622130897025	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/esʊm/	[non-low vowel] --> [lax] / __ C$_0$ [lax vowel]								applies; [ɛsʊm]
QU1601510821875	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2	n/a	Day 7 Handout, Question 2	2021-06-01		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ]. If the rule doesn't apply, explain why it doesn't.	/imɑm/	[non-low vowel] --> [lax] / __ C$_0$ [lax vowel]								doesn't apply (unless [ɑ] treated as lax)
QU1601510822260	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 7	Week 7 Handout, Question 7	Day 7 Handout, Question 7	2021-06-01	UR	Explain how you would choose the underlying representation of the phoneme with allophones [s] and [ʃ].			japanese.png							We would probably pick the alveolar version /s/ to be the underlying representation, because it occurs in a wider set of contexts. That way, we can write a single rule to derive the more limited distribution of the palatal, and not need rules to explain any of alveolar occurrences.
QU1601510822728	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 7	Week 7 Handout, Question 7	Day 7 Handout, Question 7	2021-06-01	UR	Explain how you would choose the underlying representation of the phoneme with allophones [z] and [dʒ].			japanese.png							We would probably pick the alveolar version /z/ to be the underlying representation, because it occurs in a wider set of contexts. That way, we can write a single rule to derive the more limited distribution of the palatal, and not need rules to explain any of alveolar occurrences.
QU1601510823295	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 8	Week 7 Handout, Question 8	Day 7 Handout, Question 8	2021-06-01	UR	Explain how you would choose the underlying representation for the phoneme with allophones [ʊ] and [ɯ].			tamil.png							The phoneme category should be /ʊ/, because it occurs in the wider range of situations – especially when there is no preceding vowel that would condition whether it should be rounded or not. That is, it seems to the be “default” vowel.
QU1601510823868	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 7	Week 7 Handout, Question 7	Day 7 Handout, Question 7	2021-06-01	derivation	Show one of the derivations for this analysis and explain what each part of it illustrates.			japanese.png					too awkward for exam	omit	
QU1601510824350	Phonological Relationships and Analysis	medium	Day 7 Handout, Question 8	Week 7 Handout, Question 8	Day 7 Handout, Question 8	2021-06-01	derivation	Show one of the derivations for this analysis and explain what each part of it illustrates.			tamil.png					too awkward for exam	omit	
QU1601510824773	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 9	Week 7 Handout, Question 9	Day 7 Handout, Question 9	2021-06-01	analysis	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?			malayalam.png							Short and long vowels appear to be contrastive (phonemic) in Malayalam, as evidenced by minimal pairs that differ only in terms of their vowel length, such as [koʈːa] ‘basket’ vs. [koːʈːa] ‘castle’ or [keʈːu] ‘burnt out’ vs. [keːʈːu] ‘heard.’
QU1601510825345	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 11	Week 7 Handout, Question 11	Day 7 Handout, Question 11	2021-06-01	analysis	What is the basic analysis of voiceless stops in this dataset, and what are the key pieces of evidence?			english11.png					in sample summer 2021	omit	Plain and aspirated voiceless stops are in complementary distribution in English. Plain stops occur always and only after [s], as in [speɪs] ‘space,’ while aspirated stops never occur in this context. Meanwhile, aspirated stops occur word-initially (e.g., [phitʃ] ‘peach’) and between vowels (e.g., [əphɑɹt] ‘apart’). Because the two are in complementary distribution, we can always predict which one occurs in any given environment, and so we conclude that they are allophonic, i.e., allophones of the same phoneme category. [Note that they should also talk about the relaionship between two aspirated or two plain stops, i.e., that they're contrastive.]
QU1601510825937	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 12	Week 7 Handout, Question 12	Day 7 Handout, Question 12	2021-06-01	analysis	What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?			english12.png							The pairs of sounds [i] and [ĩ], and [u] and [ũ], are each allophonic and therefore allophones of the same phoneme in English (though the two pairs represent two contrastive phonemes in English). The sounds [i] and [ĩ] are in complementary distribution in English, with [ĩ] occurring before the sounds [m] and [n], (e.g., [ɡlĩm] ‘gleam’ and [klĩn] ‘clean’) and [i] occurring elsewhere (e.g., [lip] ‘leap’). Similarly, the sounds [u] and [ũ] are also in complementary distribution, with exactly the same conditioning environments: [ũ] occurs before [m] and [n] (e.g., [dũm] ‘doom’ and [dũn] ‘dune’), and [u] occurs elsewhere (e.g. [but] ‘boot’). Thus, within each pair, we treat the vowels as allophonic. 
QU1602621944466	Phonological Relationships and Analysis	hard	n/a	Week 6 Handout, Question 1	Day 6 Handout, Question 1	2021-06-01		Explain why it is possible to predict whether a plain or aspirated voiceless stop will occur in a new context (in English), but not to predict the place of articulation of a voiceless stop in a new context.			aspiration.png							There is a pattern to the distribution of plain vs. aspirated stops. Plain stops occur only after [s], while aspirated stops occur only word-initially. So, if I have a new context, I look to see whether the 'blank' is after [s] or after [\#] and predict accordingly. For place of articulation, though, we can't predict, because bilabial, alveolar, and velar stops all occur in identical environments -- so nothing in the environment can help us predict which sound will occur, and so in a new environment, we still don't know.
QU1602621985462	Phonological Relationships and Analysis	hard	n/a	Week 6 Handout, Question 1	Day 6 Handout, Question 1	2021-06-01		Would you expect [ʔ] to follow the same pattern of occurring as plain or aspirated as is followed by [p] and [t] and [k]? Explain why or why not.			aspiration.png							We would not expect glottal stop to follow the same pattern. Although all are voiceless stops, these are phonetic characteristics, not phonological features. While [p, t, k] are all [-voice, -continuant], glottal stop is [0cont] so it doesn't fall into the same natural class and wouldn't be expected to follow the same pattern.
QU1601510771276	Skewed Distributions	medium	Quiz 3, Question 1	Quiz 4, Question 1	Quiz 3, Question 1	2021-06-01		L$_X$ (Language X) has three vowels, [i], [a], and [u]. It has bi-syllabic roots like Kikuyu. It does not allow non-identical high vowels to co-occur. Of the following nine logically possible vocalic sequences, which ones should be unattested in L$_X$? Explain why.	\begin{itemize} \item [i...i] \item [i...a] \item [i...u] \item [a...i] \item [a...a] \item [a...u] \item [u...i] \item [u...a] \item [u...u] \end{itemize}									[i...u], [u...i]
QU1601510771835	Skewed Distributions	medium	Quiz 3, Question 2	Quiz 4, Question 2	Quiz 3, Question 2	2021-06-01		L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.	\begin{itemize} \item [u...i...a] \item [a...i...a] \item [u...u...a] \item [a...i...i] \end{itemize}									[u...i...a]
QU1601510772349	Skewed Distributions	medium	Quiz 3, Question 3	Quiz 4, Question 3	Quiz 3, Question 3	2021-06-01		L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tetra-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tetra-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.	\begin{itemize} \item [i...i...u...u] \item [a...a...i...i] \item [u...u...u...u] \item [i...i...i...a] \end{itemize}									[i...i...u...u]
QU1601510781317	Skewed Distributions	medium	Day 4 Discussion	Week 5 Handout, Question 1	Day 4 Handout, Question 1	2021-06-01	general	Explain why we think that languages are not random in terms of their phonology.										
QU1601510784258	Skewed Distributions	medium	Day 5 Handout, Question 3	Week 5 Handout, Question 3	Day 4 Handout, Question 3	2021-06-01		What evidence is there that there is a pattern in these data, assuming that these are the only CV and VC sequences that occur in some language?	[sa], [ʃi], [za], [ʒi], [as], [iʃ], [az], [iʒ]									(the palatal sounds occur with the high vowel, while the alveolar sounds occur with the low vowel)
QU1601510785035	Skewed Distributions	medium	Day 5 Handout, Question 5	Week 5 Handout, Question 5	Day 4 Handout, Question 5	2021-06-01		How would you look for co-occurrence restrictions between [s] and the vowels that come after it in this dataset?			ukrainian.png							
QU1601510785614	Skewed Distributions	medium	Day 5 Handout, Question 6	Week 5 Handout, Question 6	Day 4 Handout, Question 6	2021-06-01	description	What would be a good description of the pattern in Malto? What characteristics make that a good description?			malto.png							It is not possible to have stops of different places of articulation co-occurring in a single word. Instead, if there are two stops, both must be dental, or both must be retroflex. For example, it’s possible to have a word with two dental stops, as in [tot] ‘to hurry’ (even if they disagree in voicing, as in [tind] ‘to feed’), or a word with two retroflex stops, as in [ɖebɖe] ‘crooked’ (again, regardless of voicing, as in [ɖeʈa] ‘corn cob’). But there are no words that have one dental and one retroflex stop, in either order, regardless of voicing. (accurate, generalizations, concrete examples)
QU1602024311301	Skewed Distributions	easy	n/a	Week 5 Handout, Question 2	Day 4 Handout, Question 2	2021-06-01		Explain why there should only be 8 sequences listed in the answer, even though multiplying 4 x 4 would give you 16 possible sequences.			skew2.png							The instructions say that you're only supposed to consider CV and VC sequences. 
QU1602025866040	Skewed Distributions	hard	n/a	Week 5 Handout, Question 7	Day 4 Handout, Question 7	2021-06-01	signlanguage	Explain how you would go about looking for co-occurrence restrictions in bi-syllabic signs in ASL. (Refer to the data that follows.)			ASL_movement.png							You would start by coming up with all the possible combinations expected (i.e., 4x4 = 16). Then you'd compare that to some database of signs in ASL and see which combinations are actually attested or unattested.
QU1602026314611	Skewed Distributions	medium	n/a	Week 5 Handout, Question 4	Day 4 Handout, Question 4	2021-06-01		Explain why it's not reasonable to make any of the following claims about Phonologese.			Phonologese.png							Not enough data to make any of these claims.
QU1602025093862	Skewed Distributions	easy	n/a	Week 5 Handout, Question 6	Day 4 Handout, Question 6	2021-06-01		Explain why the following table would not be a good way of organizing the data for Malto.			Malto_table_bad.png					in sample summer 2021	omit	rows and columns not in same order; rows not organized by phonetic characteristic; specifically, instructions ask about dental vs. retroflex, so should be organized around those
QU1602197511677	Skewed Distributions	hard	n/a	Week 5 Handout, Question 5	Day 4 Handout, Question 5	2021-06-01	general	Explain why looking for patterns with consonants and vowels is a more reasonable approach to pattern finding in this dataset than looking for patterns with respect to all of the individual sounds in Ukrainian.			ukrainian.png							Collapsing sounds into "consonants" and "vowels" allows us to have 'sufficient data' in a way that thinking about all the individual combinations of sounds would not.
QU1602197935719	Skewed Distributions	easy	n/a	Week 5 Handout, Question 5	Day 4 Handout, Question 5	2021-06-01		Explain why it is possible to predict which of [s] or [ʃʲ] will occur in a new environment in Ukrainian, but not possible to predict which of [s] or [ʃ] will occur in a new environment.			ukrainian.png							[s] and [S] have the same pattern of co-occurrence restrictions, so they occur in the same environments, and you cannot predict which one will occur where. [s] and [Sj] on the other hand have 'opposite' patterns, so you can always predict which will occur based on the vowel.
QU1602198072140	Skewed Distributions	hard	n/a	Week 5 Handout, Question 6	Day 4 Handout, Question 6	2021-06-01		If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [ɖ] that goes in the blank? Explain why or why not.			malto.png							Yes, it's possible; in Malto, if there are two stops in a word, they must either both be dental or both retroflex. Since the first sound is dental, the second must also be dental (though to be fair, you couldn't actually predict that it's [d] and not [t], but the question restricts it to only the voiced options).
QU1602198131946	Skewed Distributions	hard	n/a	Week 5 Handout, Question 6	Day 4 Handout, Question 6	2021-06-01		If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.			malto.png							No, it's not possible. In Malto, you can predict that there are two dental or two retroflex stops in a word, but you can't predict the voicing. These two sounds are both dental, so there's no way to predict.
QU1601510826422	Acoustics	hard	Quiz 6, Question 1	Quiz 7, Question 1	Quiz 6, Question 1	2021-06-25		Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.			spectrogram_shoe.png							shoe: fricative noise at mid-frequency; no voice bar; vowel formants that suggest low F1 (high V) and low F2 (back V)
QU1601510827029	Acoustics	hard	Quiz 6, Question 2	Quiz 7, Question 2	Quiz 6, Question 2	2021-06-25		Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.			spectrogram_hippo.png							hippo: stop in middle indicated by silence / white space; vowels on either side; V1 has low F1 and high F2 (=high front V) and V2 has higher F1 and lower F2 (=mid to low backer vowel)
QU1601510827661	Acoustics	hard	Day 8 Handout, Question 3	Week 9 Handout, Question 3	Day 8 Handout, Question 3	2021-06-25		Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.			spectrogram_aaah.png							aaah: just a vowel; formants are very steady; F1 and F2 are pretty close to each other; F1 somewhat high and F2 somewhat low
QU1601510828157	Acoustics	hard	Day 8 Handout, Question 3	Week 9 Handout, Question 3	Day 8 Handout, Question 3	2021-06-25		Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.			spectrogram_you.png							you: clear formants, but starts with something like a glide because fainter; diphthong or changing values; F1 pretty constantly low (=high V); F2 starts high and goes low (=front to back)
QU1601510828633	Acoustics	hard	Day 8 Handout, Question 3	Week 9 Handout, Question 3	Day 8 Handout, Question 3	2021-06-25		Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.			spectrogram_I.png							I: clear formants; all dark, so just a vowel; changes so a diphthong; F1 pretty high and then falls a bit (=starts as low V and goes higher); F2 starts pretty low and then goes up (=starts as back V and goes fronter)
QU1601510829193	Acoustics	hard	Day 8 Handout, Question 3	Week 9 Handout, Question 3	Day 8 Handout, Question 3	2021-06-25		Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.			spectrogram_oh.png							oh: just a vowel; clear formants; pretty steady with a slight downward trend of both; F1 is pretty close to F2, which means F2 is pretty low (=back V), and F1 isn't super low (=mid to low vowel)
QU1601510829805	Acoustics	hard	Day 8 Handout, Question 3	Week 9 Handout, Question 3	Day 8 Handout, Question 3	2021-06-25		Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.			spectrogram_we.png							we: starts paler, then darker, so glide plus vowel; F1 pretty constantly low (=high V); F2 starts very low and then swoops up (=starts back and goes front)
QU1601510829856	Acoustics	hard	Day 8 Handout, Question 6	Week 9 Handout, Question 6	Day 8 Handout, Question 6	2021-06-25		Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.			spectrogram_suit.png							suit: starts with fricative noise; then some kind of vowel; then a stop with a release burst; fricative is voiceless (no voice bar); fricative likely [s] because high-energy; vowel has low F1 (=high V) but then hard to see F2; stop is also voiceless
QU1601510830460	Acoustics	easy	Day 8 Handout, Question 1	Week 9 Handout, Question 1	Day 8 Handout, Question 1	2021-06-25		Explain what (if anything) the letter below represents on this waveform.	A		sinusoid.png							wavelength or period
QU1601510831189	Acoustics	easy	Day 8 Handout, Question 1	Week 9 Handout, Question 1	Day 8 Handout, Question 1	2021-06-25		Explain what (if anything) the letter below represents on this waveform.	B		sinusoid.png							nothing (twice amplitude)
QU1601510831603	Acoustics	easy	Day 8 Handout, Question 1	Week 9 Handout, Question 1	Day 8 Handout, Question 1	2021-06-25		Explain what (if anything) the letter below represents on this waveform.	C		sinusoid.png							nothing (half wavelength or half period)
QU1601510831880	Acoustics	easy	Day 8 Handout, Question 1	Week 9 Handout, Question 1	Day 8 Handout, Question 1	2021-06-25		Explain what (if anything) the letter below represents on this waveform.	D		sinusoid.png							amplitude
QU1601510832593	Acoustics	easy	Day 8 Handout, Question 1	Week 9 Handout, Question 1	Day 8 Handout, Question 1	2021-06-25		Explain what (if anything) the letter below represents on this waveform.	E		sinusoid.png							nothing (half wavelength or half period)
QU1601510836246	Acoustics	hard	Day 8 Discussion	Week 9 Discussion	Day 8 Discussion	2021-06-25	general	Briefly explain source-filter theory.										The vocal folds vibrate, setting the air coming from the lungs into motion -- this is the "source" sound wave, which is a complex wave, with energy at multiple different frequencies – the fundamental and its harmonics, i.e., its multiples. Then the oral and nasal cavities act as a "filter" to dampen (remove energy from) some of the frequencies of the sound and enhance others (the resonant frequencies). Depending on the shape of the mouth, different frequencies will resonate and so we get different formant values and hence different vowel qualities.
QU1601510836799	Acoustics	medium	Day 8 Handout, Question 4	Week 9 Handout, Question 4	Day 8 Handout, Question 4	2021-06-25		Explain how each component of the description below gives you information about the sound being described. (Note: it is a single consonant that is being described.)	This consonant is characterized by having the adjacent second and third formants “pinched” together; that is, F3 moves down and F2 moves up if you go from a vowel into this consonant. There is often a clear voice bar, but there’s no evidence of formants in the consonant itself. In fact, there’s not much energy during the consonant at all.									[ɡ]; check for voicing, place, and manner
QU1601510837415	Acoustics	medium	Day 8 Handout, Question 4	Week 9 Handout, Question 4	Day 8 Handout, Question 4	2021-06-25		Explain how each component of the description below gives you information about the sound being described. (Note: it is a single consonant that is being described.)	This consonant is characterized by having a clear voice bar and its own formants (at around 250 Hz, 2500 Hz, and 3250 Hz). These formants, however, are not as intense as they would be if they were vowel formants. The effect on the formants of the adjacent vowel is usually relatively small; the second formant of the vowel will probably be around 1750 Hz.									[n]; check for voicing, place, and manner
QU1601510837935	Acoustics	medium	Day 8 Handout, Question 4	Week 9 Handout, Question 4	Day 8 Handout, Question 4	2021-06-25		Explain how each component of the description below gives you information about the sound being described. (Note: it is a single consonant that is being described.)	This consonant is characterized by having a lot of random noise in the spectrogram, with no clear formant structure at all. It tends to be longer and louder than other similar consonants. There is no voice bar, and the majority of the noise created by this consonant is at relatively high frequencies.									[s]; check for voicing, place, and manner
QU1601510838646	Acoustics	medium	Day 8 Handout, Question 4	Week 9 Handout, Question 4	Day 8 Handout, Question 4	2021-06-25		Explain how each component of the description below gives you information about the sound being described. (Note: it is a single consonant that is being described.)	This consonant typically starts off with nothing at all visible on the spectrogram. There is then a short period of noise between the silence and the following vowel. This consonant typically brings the second and third formants of the adjacent vowel down.									[pʰ]; check for voicing, place, and manner
QU1601510843699	Acoustics	medium	Day 8 Handout, Question 7	Week 9 Handout, Question 7	Day 8 Handout, Question 7	2021-06-25		State whether each numbered, underlined statement is true or false. If it is false, explain one way that you could correct it.	Sound is an invisible phenomenon. Sound can travel through any substance, $^1$\ul{such as a liquid, solid, or a gas.} $^2$\ul{It involves the transfer of the matter in that substance} from one place to another.\\\\Sound is a particular kind of wave known as $^3$\ul{a compression wave}. $^4$\ul{When the molecules are really close together, we say they are ``rarefied'' and when they are really far apart, we say they are ``compressed.''}									1 - true.\\2 - false (it involves the transfer of energy... or anything about the matter itself not moving but only vibrating, etc). \\3 - true.\\4 - false (when the molecules are really close together, we say they are compressed and when the molecules are really far apart, we say they are rarefied).
QU1601510844779	Acoustics	medium	Day 8 Handout, Question 7	Week 9 Handout, Question 7	Day 8 Handout, Question 7	2021-06-25		State whether each numbered, underlined statement is true or false. If it is false, explain one way that you could correct it.	Sound is a particular kind of wave known as a compression wave.... $^6$\ul{When the molecules are really close together, they try to spread out as far as possible, and that’s why they move out as a wave.}\\\\There are several key components of a sound wave. The first is wavelength. $^7$\ul{Wavelength is the distance between the point of maximum rarefaction and the point of maximum compression in a wave.} Another component that is related to wavelength is $^8$\ul{frequency, or how many times a wave passes through a particular point in one second.} $^9$\ul{If the wavelength is really short, the frequency will be really high; if the wavelength is really long, the frequency will be really low.} 									6 - false (the molecules always try to stay an equal distance from each other, so they move apart when they are compressed and together when they are rarefied).\\7 - false (wavelength is the distance between two points of maximum compression or rarefaction in a wave).\\8 - true.\\9 - true.
QU1601510845601	Acoustics	medium	Day 8 Handout, Question 7	Week 9 Handout, Question 7	Day 8 Handout, Question 7	2021-06-25		State whether each numbered, underlined statement is true or false. If it is false, explain one way that you could correct it.	$^{10}$\ul{Frequency is inversely related to pitch: high frequencies correspond to low pitches, and low frequencies correspond to high pitches.} Finally, there is the amplitude of the wave. $^{11}$\ul{The amplitude tells you how much pressure the molecules are under at any particular time.} $^{12}$\ul{The auditory correlate of amplitude is intensity}; this is a measure of perceived pressure.\\\\$^{13}$\ul{In speech, air is set in vibrating motion by the lungs, so the lungs} are the source of most speech sounds.									10 - false (frequency is directly related to pitch: high frequencies correspond to high pitches, and low frequencies correspond to low pitches).\\11 - true.\\12 - false (the auditory correlate of amplitude and intensity is loudness/volume, or, a related acoustic measure to amplitude is intensity).\\13 - false (air is set in vibrating motion by the vocal folds).
QU1601510845874	Acoustics	medium	Day 8 Handout, Question 7	Week 9 Handout, Question 7	Day 8 Handout, Question 7	2021-06-25		State whether each numbered, underlined statement is true or false. If it is false, explain one way that you could correct it.	In speech, air is set in vibrating motion by the lungs, so the lungs are the source of most speech sounds. $^{14}$\ul{The basic rate of vibration is called the fundamental frequency}; $^{15}$\ul{the fundamental frequency is also known as the timbre of the voice.} In addition to the source, we can also talk about a filter: $^{16}$\ul{the vocal folds act as a filter to shape the air from the lungs into the sounds we hear as different.} $^{17}$\ul{The mouth and nose act as resonance chambers}, and these also affect the qualities of the sounds.									14 - true.\\15 - false (the fundamental frequency is also known as the pitch of the voice, or F0).\\16 - false (the mouth and nose act as a filter to shape the air from the vocal folds in the sounds we hear as different, or vocal tract, or articulatory and resonance chambers, etc).\\17 - true.
QU1601510846387	Acoustics	medium	Day 8 Handout, Question 7	Week 9 Handout, Question 7	Day 8 Handout, Question 7	2021-06-25		State whether each numbered, underlined statement is true or false. If it is false, explain one way that you could correct it.	We can visualize speech through the use of spectra and spectrograms. $^{18}$\ul{A spectrogram shows frequency on the horizontal axis and amplitude on the vertical axis.} $^{19}$\ul{A spectrum, on the other hand, shows frequency on the vertical axis and time along the horizontal axis}.\\\\$^{20}$\ul{On a spectrogram, the dark bars are called formants.} $^{21}$\ul{The formants correspond to the amplitude peaks on a spectrum.}									18 - false (A spectrum shows frequency on the horizontal axis and amplitude on the vertical axis, or, a spectrogram shows frequency on the vertical axis and time along the horizontal axis).\\19 - false (A spectrum shows frequency on the horizontal axis and amplitude on the vertical axis, or, a spectrogram shows frequency on the vertical axis and time along the horizontal axis).\\20 - true.\\21 - true.
